,Brand,Variety,Style,Country,Stars
1325,MyKuali,Penang White Curry Instant Noodle (Japan Version),Box,Malaysia,5.0
1326,Nissin,Disney Cuties Instant Chicken With Corn Flavour,Cup,Thailand,3.25
1327,Uni-President,Man Han Feast Braised Pork Flavor Instant Noodles,Bowl,Taiwan,5.0
1328,World O' Noodle,Mi Goreng Garlic Flavour Fried Noodles,Pack,Indonesia,4.5
1329,Nissin,Top Ramen Atta Nooldes Masala,Pack,India,4.5
1330,Liu Quan,Instant Spicy Rice Noodle,Bowl,China,4.0
1331,Daikoku,Tanuki Soba,Cup,Japan,3.5
1332,Samyang Foods,Zzaldduck Buldak Bokkeummyun Snack,Pack,South Korea,4.5
1333,Samyang Foods,Curry Buldak Bokkeummyun,Pack,South Korea,4.25
1334,Samyang Foods,Cool/Ice Buldak Bokkeummyun,Pack,South Korea,3.75
1335,Samyang Foods,2x Spicy Haek Buldak Bokkeummyun,Pack,South Korea,4.0
1336,Samyang Foods,Buldak Bokkeummyun Snack,Pack,South Korea,5.0
1337,Samyang Foods,Stew Buldak Bokkeumtangmyun,Pack,South Korea,5.0
1338,Samyang Foods,Cheese Buldak Bokkeummyun,Pack,South Korea,4.0
1339,Samyang Foods,Buldak Bokkeummyun (New Packaging),Pack,South Korea,4.0
1340,Chuan Wei Wang,Bowl Instant Noodles Artificial Spicy Beef Flavor,Bowl,China,3.75
1341,Nissin,Demae Iccho Chicken Flavour Instant Noodle (Bowl Noodle),Bowl,Hong Kong,5.0
1342,Wai Wai,Instant Noodles Artificial Chicken Flavoured,Pack,India,1.5
1343,Daikoku,Kitsune Udon,Cup,Japan,1.5
1344,Sichuan Baijia,Pickled Cabbage Flavor Instant Vermicelli,Bowl,China,4.0
1345,Kamfen,Noodle King Artificial Wonton Soup Flavored,Bowl,Hong Kong,5.0
1346,Nongshim,Spicy Shrimp Cup Noodle,Cup,South Korea,4.0
1347,Marutai,Nagasaki Agodashi Shoyu Ramen,Pack,Japan,3.5
1348,Vifon,Viet Cuisine Bun Rieu Cua Sour Crab Soup Instant Rice Vermicelli,Bowl,Vietnam,5.0
1349,Nissin,"Cup Noodles Rich Garlic, Egg Yolk & Oxtail",Cup,Japan,3.5
1350,Uni-President,Minced Pork Flavor Instant Noodles,Pack,Taiwan,1.25
1351,1 To 3 Noodles,Chatpat Masala,Pack,India,4.0
1352,Nissin,Cup Noodles BIG XO Sauce Seafood Flavour,Cup,Hong Kong,4.0
1353,Fantastic,Noodles Chicken & Corn Flavour,Cup,Australia,2.75
1354,Ripe'n'Dry,Hokkaido Salt Ramen,Pack,Japan,3.25
1355,Nissin,Demae Iccho Tonkotsu Flavour Instant Noodle (Bowl Noodle),Bowl,Hong Kong,3.0
1356,Knorr,Chatt Patta Instant Noodles,Pack,Pakistan,1.0
1357,Sempio,Clam Flavor Soup Kal-guksu,Pack,South Korea,5.0
1358,Nissin,Cup Noodles Sopa Nissin Sabor A Pollo,Cup,Mexico,3.5
1359,Nissin,Maxi Sopa Nissin Cuchareable Sabor A Jugo De Carne,Cup,Mexico,3.75
1360,Nissin,Sopa Nissin Sabor A Camaron Sopa Instantanea Tipo Ramen,Pack,Mexico,3.75
1361,Nissin,Cup Noodles Sopa Nissin Sabor A Carne De Res,Cup,Mexico,3.5
1362,Nissin,RapiFideo Sabor A Tomate Y Pollo,Cup,Mexico,3.75
1363,Nissin,"Cup Noodles Sopa Nissin Sabor Camaron, Habanero Y Limon",Cup,Mexico,3.25
1364,Nissin,Sopa Nissin Sabor A Pollo Sopa Instantanea Tipo Ramen,Pack,Mexico,3.5
1365,Nissin,Cup Noodles Sopa Nissin Con Camaron,Cup,Mexico,2.75
1366,Nissin,Maxi Sopa Nissin Cuchareable Sabor A Camaron Picante,Cup,Mexico,3.25
1367,Nissin,Cup Noodles Gourmet Sabor A Caldo De Camaron,Cup,Mexico,5.0
1368,Nissin,"Sopa Nissin Sabor Mariscos, Habanero Y Limon",Cup,Mexico,3.5
1369,Nissin,Maxi Sopa Nissin Cuchareable Sabor A Pollo,Cup,Mexico,3.75
1370,Nissin,Sopa Nissin Sabor A Res Instantanea Tipo Ramen,Pack,Mexico,3.75
1371,Nissin,Cup Noodles Sopa Nissin Hot Sauce Sabor A Pollo,Cup,Mexico,4.0
1372,Ve Wong,Little Prince(ss) Brand Snack Noodles Artificial Mexican Pizza Flavor,Pack,Taiwan,4.0
1373,Patanjali,Atta Noodles Jhatpat Banao Befikr Khao,Pack,India,4.5
1374,Qin Zong,Shaanxi Cold Noot Hot & Sour Flavor,Pack,China,2.75
1375,Nissin,Cup Noodles Spicy Lime Flavor Ramen Noodle Soup (New Recipe),Cup,United States,3.5
1376,Nissin,Demae Iccho Tokyo Shoru Tonkotsu Instant Noodle,Cup,Hong Kong,3.75
1377,Pran,Mr. Noodles Curry Flavor Instant Noodles,Pack,Bangladesh,4.0
1378,Paldo,Bul Jjajangmyeon,Pack,South Korea,5.0
1379,Ogasawara,Kirin Giraffe Shio Ramen,Pack,Japan,5.0
1380,Sapporo Ichiban,Mie Kamayama Ramen Gyukotsu Misoaji,Bowl,Japan,2.5
1381,Sau Tao,Black Pepper XO Sauce Flavour,Bowl,Hong Kong,5.0
1382,Nissin,Nupasta Bolognese Flavour Instant Noodle,Cup,Japan,4.0
1383,Nongshim,Saeutang Sabalmyeon,Bowl,South Korea,3.5
1384,Happy Cook,Sichuan Spicy Flavor,Pack,Taiwan,5.0
1385,MAMA,Instant Bowl Noodles Shrimp (Tom Yum) Flavor Base,Bowl,Thailand,3.5
1386,Nissin,Cup Noodle Spicy Curry Chicken,Cup,Japan,5.0
1387,Goku-Uma,Ramen Noodles Miso Flavor,Bowl,United States,3.0
1388,Nissin,Cup Noodles Spicy Beef Flavour,Cup,Hong Kong,4.0
1389,Xiao Ban Mian,Sesame Oil With Garlic Flavor Thin Noodle,Pack,Taiwan,3.5
1390,Xiao Ban Mian,Traditional Shallot & Onion Oil Noodle,Pack,Taiwan,5.0
1391,Xiao Ban Mian,Sesame Sauce Matcha Noodle,Pack,Taiwan,3.75
1392,Pran,Mr. Noodles Instant Noodles Beef Flavour,Pack,Bangladesh,4.0
1393,Nissin,Cup Noodles Big Seafood Flavour,Cup,Hong Kong,3.5
1394,Fantastic,Noodles Chicken Chow Mein Flavour,Cup,Australia,3.5
1395,Ottogi,Ramyun Sabor Pollo,Pack,Mexico,4.0
1396,Nissin,Demae Iccho Black Garlic Oil Tonkotsu Flavour Instant Noodles,Cup,Hong Kong,4.0
1397,Ajinatori,Chicken Flavor Ramen,Pack,Japan,3.5
1398,Maggi,2 Minute Noodles Masala Spicy,Pack,India,5.0
1399,Maruchan,Sopa Maruchan Sobar A Camaron,Pack,Mexico,3.25
1400,Nissin,Yakisoba,Tray,Japan,5.0
1401,Suimin,Noodle With Oriental Chicken Flavour,Cup,Australia,2.75
1402,Nissin,Demae Ramen Spicy Xo Sauce Seafood Flavour Instant Noodle,Pack,Hong Kong,4.0
1403,Cintan,Mi Segera Mmm... Original,Pack,Malaysia,3.0
1404,Nissin,Cup Noodles Spicy Chile Chicken (New Recipe),Cup,United States,3.75
1405,Chuan Wei Wang,Bowl Instant Noodles Artificial Beef With Sauerkraut Flavor,Bowl,China,3.25
1406,Suimin,Noodles With Chicken Flavour,Cup,Australia,2.5
1407,Nissin,Cup Noodles Seafood,Cup,China,4.0
1408,Sapporo Ichiban,Tabimen AizuKitakata Gyokai Shoyu Ramen,Bowl,Japan,3.5
1409,Nissin,Nupasta Bacon In Carbonara Sauce Flavour Instant Noodle,Pack,Hong Kong,5.0
1410,Sichuan Baijia,Chongqing Noodles Spicy Hot Flavor,Pack,China,4.5
1411,Samyang Foods,Buldak Bokkummyun Cheese Flavor,Pack,South Korea,3.5
1412,Nissin,Demae Ramen Straight Noodle Black Garlic Oil Tonkotsu Flavour Instant Noodle,Pack,Hong Kong,5.0
1413,Myojo,Shin Toyama Black Ramen,Bowl,Japan,3.75
1414,Nissin,Cup Noodles Tom Yum Goong Flavour,Cup,Hong Kong,4.0
1415,Master Kong,Artificial Abalone Crab Flavor Instant Noodle,Pack,China,0.0
1416,Kamfen,Noodle King Artificial Abalone And Chicken Soup Flavored,Bowl,Hong Kong,4.25
1417,Fantastic,Noodles Beef Flavour,Cup,Australia,3.0
1418,Nissin,Korean Kimchi Flavour Vermicelli,Cup,Hong Kong,3.75
1419,Nissin,Raoh Pork Bone Soy Soup Noodle,Pack,Japan,4.5
1420,Samyang Foods,Gold Jjamppong Fried Noodle,Pack,South Korea,5.0
1421,Nissin,Demae Iccho Red Hot Seafood Flavour Instant Noodle,Cup,Hong Kong,3.5
1422,Sichuan Baijia,Chongqing Noodles Hot & Sour Flavor,Pack,China,4.0
1423,Nissin,Demae Iccho Spicy Tonkotsu Flavour Instant Noodle (Bowl Noodle),Bowl,Hong Kong,4.5
1424,Nissin,Raoh Tantanmen,Pack,Japan,4.75
1425,Goku-Uma,Ramen Noodles Soy Sauce Flavor,Bowl,United States,2.75
1426,Nissin,Cup Noodles With Shrimp Ramen Noodle Soup (New Recipe),Cup,United States,3.0
1427,JML,Hot & Sour Beef Noodles,Pack,China,3.75
1428,Suimin,Noodles With Braised Beef Flavour,Cup,Australia,3.5
1429,Uni-President,A Q Bucket Noodle Korean Kimchi Flavor,Bowl,Taiwan,4.25
1430,Nissin,Demae Iccho Spicy Kimchi Pot Flavour Instant Noodle (Bowl Noodle),Bowl,Hong Kong,3.5
1431,Sichuan Baijia,Chongqing Noodles Burning Dry Noodles,Pack,China,5.0
1432,Samyang Foods,Fresh Bibimmyun Fried Noodle,Pack,South Korea,3.75
1433,Wai Wai,Instant Noodles Veg Masala Flavour,Pack,India,3.5
1434,Nissin,Nupasta Neapolitan Flavour Instant Noodle,Pack,Hong Kong,4.5
1435,Shirakiku,Karami Ramen Spicy Chili Flavour Japanese Style Noodle With Soup Base,Pack,United States,2.0
1436,Nissin,Disney Cuties Instant Noodle Crab Flavour,Cup,Thailand,3.5
1437,Nissin,Cup Noodles Rich Soft Shelled Turle Soup,Cup,Japan,2.75
1438,Unif Tung-I,Instant Vegetarian Beehoon Rice Vermicelli,Pack,Taiwan,0.5
1439,Sichuan Baijia,Broad Noodle Artificial Beef Flavor Hot Pot,Pack,China,4.25
1440,Dream Kitchen,Curry Flavour Instant Noodles,Cup,United States,4.5
1441,Tablemark,Tohokuno Aji Yonezawa Ramen,Bowl,Japan,4.0
1442,Uni-President,Science Noodle (X'Mas Edition),Pack,Taiwan,5.0
1443,Farmer's Heart,Pho Beef Flavor Vietnamese Rice Noodle Soup,Bowl,United States,3.75
1444,Kamfen,Instant Wonton Noodles Scallop Lobster Soup Flavour,Bowl,Hong Kong,4.25
1445,Fuku,Tom Yam Soup Instant Noodle,Pack,Hong Kong,2.25
1446,Goku-Uma,Ramen Noodles Artificially Flavored Tonkotsu,Bowl,United States,3.25
1447,Daikoku,Hiroshima Flavor Yakisoba,Tray,Japan,5.0
1448,Nissin,Disney Cuties Instant Noodle Seaweed Flavour,Cup,Thailand,3.0
1449,Singa-Me,Instant Noodles Mi Goreng Flavour,Cup,Australia,3.75
1450,New Touch,Sugomen Sano Ramen,Bowl,Japan,5.0
1451,Ottogi,Ramyon Sabor Y Camaron,Pack,Mexico,3.75
1452,Nissin,Demae Iccho Spicy XO Sauce Seafood Flavour,Pack,Hong Kong,4.0
1453,Love Cook,Sun Dried Noodle - Fruity Soy Bean Paste,Pack,Taiwan,3.75
1454,Nongshim,Shin Noodle Soup,Cup,United States,4.5
1455,Nissin,Sapporo Noukou Miso Ramen,Bowl,Japan,4.5
1456,Dream Kitchen,Soy Sauce,Cup,United States,3.5
1457,Nissin,Vietnamese Chicken Coriander Flavour Vermicelli,Cup,Hong Kong,3.5
1458,Kang Shi Fu,Artificial Spicy Beef Flavour,Pack,Hong Kong,3.75
1459,Nissin,Cup Noodles Black Pepper Crab Flavour,Cup,Hong Kong,3.75
1460,Great Value,Beef Style Noodles With Vegetables,Cup,Canada,2.75
1461,Fuku,Spicy Soup Instant Noodle Beef Flavour,Pack,Hong Kong,3.5
1462,Wang,Rice Noodle Anchovy Flavor,Bowl,South Korea,3.25
1463,Nissin,Cup Noodles Chicken Flavor Ramen Noodle Soup (New Recipe),Cup,United States,3.5
1464,Asian Thai Foods,Rumpum Gundruk Flavour,Pack,Nepal,0.5
1465,Nissin,Cup Noodle Light+ Bagna Cauda,Cup,Japan,5.0
1466,Maruchan,Gotsumori Koku Tonkotsu Ramen,Bowl,Japan,4.25
1467,Fashion Food,Tom Yum Shrimp Creamy Flavour Instant Noodles,Bowl,Thailand,3.75
1468,Paldo,Bibim Men,Bowl,South Korea,4.5
1469,Nissin,Cup Noodles Milk Seafood Flavour,Cup,Hong Kong,3.75
1470,Nissin,Spicy Chikin Donburi,Bowl,Japan,4.5
1471,Fantastic,Noodle Chicken Flavour,Cup,Australia,3.75
1472,Marutai,Kuroma-Yu Tonkotsu Kumamoto Ramen,Pack,Japan,4.0
1473,Kang Shi Fu,Artificial Beef With Sauerkraut Flavour,Pack,Hong Kong,4.0
1474,Nissin,Raoh Shoyu Ramen,Bowl,Japan,5.0
1475,Maruchan,Ramen Noodle Soup Sriracha Chicken Flavor,Pack,United States,3.75
1476,Nagatanien,Hiyashi Soba Taidashi Goma,Pack,Japan,2.75
1477,Fuku,Bowl Chicken Flavour Instant Rice Vermicelli,Bowl,Hong Kong,3.75
1478,Wai Wai,X-Press Flavour Of Pizza In Noodles Proprietary Food,Pack,India,4.0
1479,KOKA,Rice Noodles Fragrant Chicken Pho Ga Flavour,Pack,Singapore,3.75
1480,Nyor Nyar,Vegetarian Penang White Curry,Pack,Malaysia,5.0
1481,Nissin,Cup Noodle Seafood,Cup,Japan,4.5
1482,Paldo,Budae Jjigae,Pack,South Korea,5.0
1483,Fantastic,Noodles Crispy Bacon Flavour,Cup,Australia,1.0
1484,Tseng Noodles,Spicy Braised Pork Flavor,Pack,Taiwan,4.0
1485,Nissin,Demae Ramen Spicy Seafood Flavour Instant Noodle,Pack,Hong Kong,4.75
1486,A-Sha Dry Noodle,Chow Mein Spicy Flavor,Tray,Taiwan,3.0
1487,Myojo,Mee Goreng Spicy Flavour,Pack,Singapore,5.0
1488,Sapporo Ichiban,Tabimen Nagasaki Chanpon,Bowl,Japan,4.25
1489,Acecook,Oh! Ricey Pork Flavour,Pack,Vietnam,3.75
1490,Paldo,Bul Jjamppong,Pack,South Korea,3.75
1491,Nissin,Disney Cuties Instant Noodle Roast Pork Flavour,Cup,Thailand,3.0
1492,Morre,Instant Noodles Masala,Pack,Pakistan,3.75
1493,Nissin,Demae Ramen Spicy Hot tonkotsu Flavour Instant Noodle,Pack,Hong Kong,5.0
1494,Roland,Ramen Japanese Style Quick-Cooking Alimentary Paste With Chicken Artificially Flavored Soup Base,Pack,United States,0.25
1495,Nissin,Big Cup Noodles Tonkotsu Flavour,Cup,Hong Kong,3.0
1496,Nissin,Deka Buto Kuro M-yu Tonkotsu,Bowl,Japan,4.75
1497,Maruchan,Bowl Taste Of Asia Hearty Pork Flavor Tonkotsu Ramen,Bowl,United States,3.5
1498,Nissin,Cup Noodles Sabor Galinha Caipira,Cup,Brazil,4.25
1499,Nongshim,Bowl Noodle Soup Independence Day Limited Edition Spicy Chicken Flavor,Bowl,United States,3.75
1500,Nissin,Nupasta Vongole Flavour Instant Noodle,Cup,Hong Kong,4.25
1501,Mr. Lee's Noodles,Penang Chicken Curry Laksa,Cup,UK,2.0
1502,Mr. Lee's Noodles,Shaolin Monk Vegetables,Cup,UK,5.0
1503,Mr. Lee's Noodles,Tai Chi Chicken,Cup,UK,3.0
1504,Mr. Lee's Noodles,Dragon Fire Mushroom,Cup,UK,2.5
1505,Mr. Lee's Noodles,Hong Kong Street Beef,Cup,UK,5.0
1506,Mr. Lee's Noodles,Warrior Fighting Shrimp,Cup,UK,3.25
1507,Nissin,Gyorai Inaniwa Chuka Soba,Bowl,Japan,5.0
1508,Fuku,Chicken Flavour Instant Noodle,Pack,Hong Kong,3.5
1509,Knorr,Chicken Flavored Instant Noodles,Pack,Pakistan,2.5
1510,Nyor Nyar,Penang White Curry Instant Noodle,Pack,Malaysia,5.0
1511,Choumama,XO Scallops Sauce Dry Noodles,Pack,Taiwan,4.0
1512,Myojo,Barikata Noukou Tonkotsu Shoyu,Bowl,Japan,4.75
1513,Nissin,Demae Ramen Sesame Oil Flavour Cup,Cup,Hong Kong,4.0
1514,Singa-Me,Instant Noodles Chicken Flavour,Cup,Australia,2.5
1515,Pulmuone,Non-Fried Ramyun Noodle (Crab Flavor),Pack,South Korea,5.0
1516,Master Kong,Assorted Seafood Noodles,Pack,China,3.5
1517,Nissin,Raoh Hot & Sour Ramen,Pack,Japan,5.0
1518,President Rice,Coriander Instant Rice Noodles,Bowl,Thailand,2.75
1519,MAMA,Instant Rice Noodles Moo Nam Tok Flavour,Pack,Thailand,3.5
1520,MAMA,Instant Rice Vermicelli Clear Soup,Pack,Thailand,3.5
1521,MAMA,Instant Rice Noodles Chicken Flavour,Pack,Thailand,3.5
1522,MAMA,Pho Ga Rice Noodles With Artificial Chicken Flavour,Bowl,Thailand,2.75
1523,MAMA,Oriental Kitchen Instant Rice Vermicelli In Gravy,Pack,Thailand,5.0
1524,MAMA,Instant Tom Yam Rice Noodles,Pack,Thailand,3.75
1525,MAMA,Instant Rice Noodles Vegetable Flavour,Pack,Thailand,3.75
1526,MAMA,Instant Rice Vermicelli Yentafo Tom Yam Mohfai,Pack,Thailand,5.0
1527,MAMA,Instant Flat Noodles Clear Soup,Pack,Thailand,3.5
1528,MAMA,Cup Rice Noodles Tom Saab Flavour,Cup,Thailand,5.0
1529,MAMA,Instant Rice Noodles Stew Beef Flavour,Pack,Thailand,3.5
1530,MAMA,Instant Rice Noodles Phnom Penh Style,Pack,Thailand,3.75
1531,MAMA,Instant Flat Noodles Tom Yam Flavour,Pack,Thailand,4.0
1532,Maruchan,Ramen Noodle soup Mushroom Flavor,Pack,United States,3.75
1533,Happy Family,Vegetable Flavour Instant Noodles,Pack,Singapore,4.0
1534,Tseng Noodles,Rice Noodle Shallot With Braised Pork Flavor,Pack,Taiwan,5.0
1535,Great Value,Vegetable Flavour Noodles With Vegetables,Cup,Canada,2.5
1536,JML,Instant Noodle Artificial Beef Flavor 7 sour Pickled Cabbage,Pack,China,4.0
1537,Suimin,Noodles With Hot & Spicy Flavour,Cup,Australia,3.0
1538,Tseng Noodles,Rice Noodle Chinese Mushroom With Soybean Vegetarian Braised Pork Flavor,Pack,Taiwan,5.0
1539,Nissin,Piritto Karakuchi Tantan Udon,Bowl,Japan,4.25
1540,Tseng Noodles,Rice Noodle Seafood Laksa Flavour,Pack,Taiwan,5.0
1541,Nongshim,Chal Bibim Myun,Pack,South Korea,5.0
1542,Menraku,Japanese Yakisoba Umami Sauce,Bowl,Japan,5.0
1543,La Moderna,Sazon Casero Sopa Con Tomate Y Sabor Pollo,Pack,Mexico,3.25
1544,A-Sha Dry Noodle,Chow Mein Original Flavor,Tray,Taiwan,5.0
1545,Master Kong,Artificial Mushroom Chicken Flavor Instant Noodle,Pack,China,3.75
1546,A-Sha Dry Noodle,Chow Mein Oyster Sauce BBQ Flavor,Tray,Taiwan,2.25
1547,Jingqi,Aloe Vera Guan Mian Purple Sweet Potato Noodle With Spicy Miso Sauce,Pack,Taiwan,3.5
1548,Jingqi,Black Eyes Bean Original Noodle With Sesame Sauce,Pack,Taiwan,4.0
1549,Jingqi,Aloe Vera Guan Mian Pumpkin Noodle With Basil Sauce,Pack,Taiwan,3.75
1550,Jingqi,Black Eyes Bean Cyanobacteria Noodle With Ginger Oil Sauce,Pack,Taiwan,5.0
1551,Jingqi,Aloe Vera Guan Mian Original Noodle With Sesame Sauce,Pack,Taiwan,4.75
1552,Jingqi,Black Eyes Bean Purple Sweet Potato Noodle With Spicy Miso Sauce,Pack,Taiwan,3.25
1553,Jingqi,Aloe Vera Guan Mian Cyanobacteria Noodle With Ginger Oil Sauce,Pack,Taiwan,5.0
1554,Jingqi,Black Eyes Bean Pumpkin Noodles With Basil Sauce,Pack,Taiwan,4.5
1555,Maruchan,Instant Lunch Pork Flavor Ramen Noodles With Vegetables,Cup,United States,3.0
1556,Sapporo Ichiban,Kun Ramen Sumo-kuchikin (Smoked Chicken),Bowl,Japan,3.25
1557,Dream Kitchen,Tonkotsu,Cup,United States,2.75
1558,Nissin,Lamen Sabor Picanha,Pack,Brazil,3.5
1559,Thien Houng Foods,Lemon Chicken Flavour Instant Noodles,Pack,Vietnam,3.25
1560,Maruchan,Bowl Taste Of Asia Miso Chicken Flavor Spicy Miso Ramen,Bowl,United States,3.75
1561,Nissin,Men Shokunin Kaoruyasai Shio,Bowl,Japan,5.0
1562,Wang,Rice Noodle Seafood Flavour,Bowl,South Korea,5.0
1563,Fuku,Superior Soup Instant Noodles (Mfg in Thailand),Pack,Hong Kong,3.75
1564,Fuku,Superior Soup Instant Noodles (Mfg in Vietnam),Pack,Hong Kong,3.5
1565,Nissin,Demae Ramen Spicy Curry Flavour Instant Noodles,Pack,Hong Kong,4.25
1566,Nissin,Demae Ramen Roast Beef Flavour Instant Noodles,Pack,Hong Kong,4.0
1567,Doll,Instant Noodle Supreme Abalone And Chicken Flavour,Pack,Hong Kong,2.0
1568,Four Seas,Chicken Flavour Instant Noodle,Pack,Hong Kong,3.75
1569,Nissin,Kimchi Chikin Ramen Donburi,Bowl,Japan,5.0
1570,Maruchan,Instant Lunch Chipotle Chicken Flavor Ramen Noodle Soup,Cup,United States,5.0
1571,Myojo,Mee Goreng Thai Tom Yum Flavour,Pack,Singapore,4.0
1572,Kang Shi Fu,Artificial Salted Beef With Mushrooms Flavour,Pack,Hong Kong,4.25
1573,CarJEN,Hot & Spicy Dry Curry With Chives Soup,Pack,Malaysia,5.0
1574,Sapporo Ichiban,Taimeiken Yousyoku Yasangatsukutta Omumen,Cup,Japan,4.0
1575,Suimin,Noodles With Chicken & Sweet Corn Flavour,Cup,Australia,2.25
1576,Nissin,Mennippon Oumi Chanpon,Bowl,Japan,5.0
1577,Happy Family,Curry Flavour Instant Noodles,Pack,Singapore,3.75
1578,7 Select,Nissin Instant Noodles Tom Yum Seafood Creamy Flavour King Cup,Bowl,Thailand,3.5
1579,Nissin,Cup Noodles Tom Yum Shrimp Sabb Flavour,Cup,Thailand,5.0
1580,Nissin,Chilli Noodles Stir Fried Holy Basil Flavour,Pack,Thailand,4.75
1581,Nissin,Instant Noodles Moo Manao Flavour,Pack,Thailand,3.5
1582,Nissin,Super Tom Yum Shrimp,Cup,Thailand,3.5
1583,Nissin,Cup Noodles Minced Pork Flavour,Cup,Thailand,3.5
1584,Nissin,Chilli Noodles Tom Yum Shrimp Creamy Soup Flavour,Cup,Thailand,3.25
1585,7 Select,Nissin Instant Noodles Shrimp Ma Nao Lui Suan Flavour King Cup,Bowl,Thailand,3.75
1586,Nissin,Instant Noodles Tom Yum Shrimp Saab Flavour,Pack,Thailand,4.0
1587,Nissin,Cup Noodles Moo Manao Flavour,Cup,Thailand,4.0
1588,Nissin,Instant Noodles Minced Pork Flavour,Pack,Thailand,3.5
1589,Nissin,Cup Noodles Seafood Creamy Flavour,Cup,Thailand,3.75
1590,Nissin,Chilli Noodles Spicy Tom Yum Flavour,Pack,Thailand,3.75
1591,Nissin,Cup Noodles Chilli Crab Flavour,Cup,Hong Kong,3.75
1592,Great Value,Vegetarian Flavour Ramen Noodles,Pack,Canada,3.0
1593,Oni Hot Pot,Tuna With Shallot Flavor Noodle,Pack,Taiwan,4.25
1594,Weh Lih,GGE Noodle Snack Wheat Crackers Original Ramen,Pack,Taiwan,1.0
1595,Nissin,Lamen Sabor Frango Assado Com Toque De Limao,Pack,Brazil,4.5
1596,Itomen,Onion Flavor Shoyu Ramen,Pack,Japan,3.5
1597,Maruchan,Ramen Noodle Soup Chicken Tortilla Flavor,Pack,United States,3.0
1598,Wang,Rice Noodle Kimchi Flavor,Bowl,South Korea,4.0
1599,Roland,Ramen Japanese Style Quick-Cooking Alimentary Paste With Beef Artificially Flavored Soup Base,Pack,United States,0.0
1600,Nissin,Cup Noodles Singapore Laksa,Cup,Japan,5.0
1601,Samyang Foods,Pojangmacha Udon,Pack,South Korea,4.0
1602,Myojo,Mee Goreng Original Flavour,Pack,Singapore,4.0
1603,Sanpo,Yakibuta Ramen,Bowl,Japan,3.75
1604,Nongshim,Kimchi Flavor Noodle Soup,Cup,United States,5.0
1605,CarJEN,Otentiq Cheezy Mushroom Instant Noodles (Improved Taste),Pack,Malaysia,5.0
1606,Maruchan,Seimen Noukou Toro Tonkotsu,Bowl,Japan,4.25
1607,Nissin,Straits Kitchen Laksa,Pack,Singapore,5.0
1608,Nongshim,Champong Noodle Soup Spicy Seafood Flavor,Pack,South Korea,5.0
1609,Oni Hot Pot,Seaweed Flavour Noodle,Pack,Taiwan,1.5
1610,Doll,Instant Noodle Preserved Vegetable Flavour,Pack,Hong Kong,3.75
1611,MyKuali,Penang Hokkien Prawn Noodle Authentic Taste,Cup,Malaysia,5.0
1612,Nissin,Nupasta Salmon In White Sauce Flavour Instant Noodle,Pack,Hong Kong,5.0
1613,Nissin,Big Cup Noodles Seafood Curry Flavour,Cup,Hong Kong,5.0
1614,Nissin,Demae Iccho Beef Flavour Instant Noodle,Bowl,Hong Kong,4.0
1615,Nissin,Mie Goreng Indonesia Stir Noodle Original Flavour,Pack,Hong Kong,4.25
1616,Nissin,Demae Ramen Sesame Flavour Instant Noodles,Pack,Hong Kong,4.5
1617,Fuku,Superior Soup Instant Rice Vermicelli,Bowl,Hong Kong,5.0
1618,Nissin,Demae Ramen Straight Noodle Kyushu Tonkotsu Instant Noodle,Pack,Hong Kong,5.0
1619,Nissin,Taisho Fried Noodle Sesame Paste Flavour Instant Noodle,Pack,Hong Kong,5.0
1620,Nissin,Cup Noodles Pork Chowder Flavour,Cup,Hong Kong,3.5
1621,Nissin,Cup Mifun Spicy Beef Flavour,Cup,Hong Kong,4.0
1622,Fuku,Non-Fried Superior Soup Noodle,Pack,Hong Kong,4.0
1623,Nissin,Nupasta Carbonara Flavour Instant Noodle,Cup,Hong Kong,5.0
1624,Nissin,Demae Iccho Curry Beef Flavour,Cup,Hong Kong,4.0
1625,Nissin,Cup Noodles Big Spicy Seafood Flavour,Cup,Hong Kong,5.0
1626,Nissin,Demae Iccho Black Garlic Oil Tonkotsu,Bowl,Hong Kong,3.75
1627,Mi Sedaap,Mi Segera Mi Goreng Ayam Krispi,Pack,Indonesia,4.5
1628,Nissin,Cup Noodles Sabor Pollo Habanero Y Limon Sopa Instantanea,Cup,Mexico,3.5
1629,Great Value,Spicy Ramen Noodles,Pack,Canada,4.0
1630,Maruchan,Bowl Taste Of Asia Beef Flavor Sukiyaki Ramen,Bowl,United States,5.0
1631,A-Sha Dry Noodle,Tainan Noodle Original Sauce,Pack,Taiwan,5.0
1632,Tokushima Seifun,Negi Ramen,Bowl,Japan,1.75
1633,Doll,Instant Noodle Vegetarian Flavour,Pack,Hong Kong,3.75
1634,Maggi,Fusian Special Edition Ow... Ow... Spicy Cow Mi Goreng,Pack,Australia,5.0
1635,Samyang Foods,Fresh Jjajang,Pack,South Korea,4.5
1636,Marutai,Hakata Tonkotsu Ramen,Pack,Japan,5.0
1637,Four Seas,Kung Tak Lam Vegetarian Noodle (Mushroom),Pack,Hong Kong,3.0
1638,Nongshim,Arrabiata Rice Bucatini,Pack,United States,5.0
1639,Mamee,Pepper Noodles Vegetarian,Pack,Hong Kong,3.25
1640,Ottogi,Ramyon Sabor Mariscos,Pack,Mexico,3.75
1641,Kamfen,Dried Mix Noodles Scallop Seafood Flavoured,Tray,Hong Kong,4.25
1642,Nissin,Cup Noodle Light+ Cheese Fondue,Cup,Japan,5.0
